PTS,MATCHUP,Player Name,Player ID,Opponent Team
30,PHX vs. MIL,Devin Booker,1626164,MIL
24,PHX @ MIL,Devin Booker,1626164,MIL
17,PHX vs. MIL,Devin Booker,1626164,MIL
30,PHX vs. MIL,Devin Booker,1626164,MIL
24,PHX @ MIL,Devin Booker,1626164,MIL
29,PHX @ MIN,Devin Booker,1626164,MIN
32,PHX @ MIN,Devin Booker,1626164,MIN
18,PHX vs. MIN,Devin Booker,1626164,MIN
29,PHX vs. MIN,Devin Booker,1626164,MIN
28,PHX @ MIN,Devin Booker,1626164,MIN
16,PHX vs. MIN,Devin Booker,1626164,MIN
35,PHX vs. MIN,Devin Booker,1626164,MIN
29,PHX vs. MIN,Devin Booker,1626164,MIN
43,PHX @ MIN,Devin Booker,1626164,MIN
16,PHX vs. NOP,Devin Booker,1626164,NOP
18,PHX vs. NOP,Devin Booker,1626164,NOP
27,PHX @ NOP,Devin Booker,1626164,NOP
33,PHX @ NOP,Devin Booker,1626164,NOP
30,PHX vs. NOP,Devin Booker,1626164,NOP
23,PHX @ NOP,Devin Booker,1626164,NOP
25,PHX @ NOP,Devin Booker,1626164,NOP
8,PHX vs. NOP,Devin Booker,1626164,NOP
58,PHX vs. NOP,Devin Booker,1626164,NOP
14,PHX @ NOP,Devin Booker,1626164,NOP
32,PHX @ NYK,Devin Booker,1626164,NYK
20,PHX vs. NYK,Devin Booker,1626164,NYK
16,PHX vs. NYK,Devin Booker,1626164,NYK
33,PHX @ NYK,Devin Booker,1626164,NYK
32,PHX @ OKC,Devin Booker,1626164,OKC
46,PHX @ OKC,Devin Booker,1626164,OKC
44,PHX vs. OKC,Devin Booker,1626164,OKC
25,PHX vs. OKC,Devin Booker,1626164,OKC
25,PHX @ OKC,Devin Booker,1626164,OKC
38,PHX vs. OKC,Devin Booker,1626164,OKC
30,PHX vs. OKC,Devin Booker,1626164,OKC
22,PHX @ OKC,Devin Booker,1626164,OKC
32,PHX vs. OKC,Devin Booker,1626164,OKC
17,PHX @ ORL,Devin Booker,1626164,ORL
25,PHX @ ORL,Devin Booker,1626164,ORL
19,PHX vs. ORL,Devin Booker,1626164,ORL
27,PHX vs. ORL,Devin Booker,1626164,ORL
26,PHX vs. ORL,Devin Booker,1626164,ORL
28,PHX @ PHI,Devin Booker,1626164,PHI
35,PHX vs. PHI,Devin Booker,1626164,PHI
29,PHX vs. PHI,Devin Booker,1626164,PHI
36,PHX vs. PHI,Devin Booker,1626164,PHI
35,PHX @ PHI,Devin Booker,1626164,PHI
19,PHX @ PHI,Devin Booker,1626164,PHI
21,PHX @ POR,Devin Booker,1626164,POR
33,PHX @ POR,Devin Booker,1626164,POR
12,PHX vs. POR,Devin Booker,1626164,POR
24,PHX vs. POR,Devin Booker,1626164,POR
25,PHX vs. POR,Devin Booker,1626164,POR
18,PHX vs. POR,Devin Booker,1626164,POR
35,PHX @ POR,Devin Booker,1626164,POR
34,PHX vs. POR,Devin Booker,1626164,POR
31,PHX vs. SAC,Devin Booker,1626164,SAC
44,PHX @ SAC,Devin Booker,1626164,SAC
18,PHX @ SAC,Devin Booker,1626164,SAC
32,PHX @ SAC,Devin Booker,1626164,SAC
31,PHX @ SAC,Devin Booker,1626164,SAC
28,PHX vs. SAC,Devin Booker,1626164,SAC
32,PHX vs. SAC,Devin Booker,1626164,SAC
20,PHX @ SAC,Devin Booker,1626164,SAC
26,PHX @ SAC,Devin Booker,1626164,SAC
23,PHX vs. SAC,Devin Booker,1626164,SAC
23,PHX @ SAS,Devin Booker,1626164,SAS
27,PHX @ SAS,Devin Booker,1626164,SAS
28,PHX vs. SAS,Devin Booker,1626164,SAS
48,PHX @ SAS,Devin Booker,1626164,SAS
20,PHX @ SAS,Devin Booker,1626164,SAS
15,PHX vs. SAS,Devin Booker,1626164,SAS
27,PHX vs. SAS,Devin Booker,1626164,SAS
16,PHX @ TOR,Devin Booker,1626164,TOR
22,PHX vs. TOR,Devin Booker,1626164,TOR
16,PHX @ TOR,Devin Booker,1626164,TOR
24,PHX vs. TOR,Devin Booker,1626164,TOR
27,PHX vs. UTA,Devin Booker,1626164,UTA
49,PHX @ UTA,Devin Booker,1626164,UTA
24,PHX @ UTA,Devin Booker,1626164,UTA
43,PHX @ UTA,Devin Booker,1626164,UTA
33,PHX vs. UTA,Devin Booker,1626164,UTA
30,PHX vs. UTA,Devin Booker,1626164,UTA
25,PHX @ UTA,Devin Booker,1626164,UTA
31,PHX vs. UTA,Devin Booker,1626164,UTA
33,PHX @ UTA,Devin Booker,1626164,UTA
35,PHX vs. UTA,Devin Booker,1626164,UTA
33,PHX @ WAS,Devin Booker,1626164,WAS
11,PHX @ WAS,Devin Booker,1626164,WAS
27,PHX vs. WAS,Devin Booker,1626164,WAS
33,POR @ ATL,Damian Lillard,203081,ATL
33,POR @ ATL,Damian Lillard,203081,ATL
42,POR vs. ATL,Damian Lillard,203081,ATL
36,POR vs. ATL,Damian Lillard,203081,ATL
26,POR @ BOS,Damian Lillard,203081,BOS
41,POR vs. BOS,Damian Lillard,203081,BOS
27,POR @ BOS,Damian Lillard,203081,BOS
28,POR vs. BOS,Damian Lillard,203081,BOS
25,POR vs. BKN,Damian Lillard,203081,BKN
22,POR vs. BKN,Damian Lillard,203081,BKN
32,POR @ BKN,Damian Lillard,203081,BKN
14,POR @ CHA,Damian Lillard,203081,CHA
26,POR @ CHA,Damian Lillard,203081,CHA
23,POR vs. CHA,Damian Lillard,203081,CHA
17,POR vs. CHA,Damian Lillard,203081,CHA
43,POR vs. CHA,Damian Lillard,203081,CHA
22,POR vs. CHI,Damian Lillard,203081,CHI
44,POR @ CHI,Damian Lillard,203081,CHI
24,POR vs. CHI,Damian Lillard,203081,CHI
40,POR @ CHI,Damian Lillard,203081,CHI
26,POR @ CLE,Damian Lillard,203081,CLE
32,POR @ CLE,Damian Lillard,203081,CLE
50,POR vs. CLE,Damian Lillard,203081,CLE
20,POR vs. CLE,Damian Lillard,203081,CLE
29,POR @ DAL,Damian Lillard,203081,DAL
19,POR vs. DAL,Damian Lillard,203081,DAL
31,POR vs. DAL,Damian Lillard,203081,DAL
40,POR vs. DAL,Damian Lillard,203081,DAL
36,POR vs. DAL,Damian Lillard,203081,DAL
34,POR @ DAL,Damian Lillard,203081,DAL
26,POR vs. DAL,Damian Lillard,203081,DAL
24,POR @ DAL,Damian Lillard,203081,DAL
31,POR vs. DEN,Damian Lillard,203081,DEN
25,POR vs. DEN,Damian Lillard,203081,DEN
22,POR vs. DEN,Damian Lillard,203081,DEN
44,POR @ DEN,Damian Lillard,203081,DEN
25,POR @ DEN,Damian Lillard,203081,DEN
34,POR @ DEN,Damian Lillard,203081,DEN
40,POR vs. DEN,Damian Lillard,203081,DEN
22,POR vs. DEN,Damian Lillard,203081,DEN
33,POR @ DET,Damian Lillard,203081,DET
31,POR @ DET,Damian Lillard,203081,DET
19,POR vs. DET,Damian Lillard,203081,DET
27,POR vs. DET,Damian Lillard,203081,DET
16,POR @ GSW,Damian Lillard,203081,GSW
22,POR vs. GSW,Damian Lillard,203081,GSW
32,POR @ GSW,Damian Lillard,203081,GSW
34,POR @ GSW,Damian Lillard,203081,GSW
25,POR @ GSW,Damian Lillard,203081,GSW
33,POR vs. GSW,Damian Lillard,203081,GSW
34,POR @ GSW,Damian Lillard,203081,GSW
20,POR @ HOU,Damian Lillard,203081,HOU
34,POR vs. HOU,Damian Lillard,203081,HOU
30,POR @ HOU,Damian Lillard,203081,HOU
71,POR vs. HOU,Damian Lillard,203081,HOU
32,POR vs. HOU,Damian Lillard,203081,HOU
25,POR @ HOU,Damian Lillard,203081,HOU
4,POR vs. IND,Damian Lillard,203081,IND
22,POR vs. IND,Damian Lillard,203081,IND
19,POR @ IND,Damian Lillard,203081,IND
21,POR vs. IND,Damian Lillard,203081,IND
23,POR @ IND,Damian Lillard,203081,IND
25,POR vs. LAC,Damian Lillard,203081,LAC
12,POR @ LAC,Damian Lillard,203081,LAC
27,POR @ LAC,Damian Lillard,203081,LAC
21,POR vs. LAC,Damian Lillard,203081,LAC
20,POR @ LAC,Damian Lillard,203081,LAC
11,POR @ LAC,Damian Lillard,203081,LAC
41,POR @ LAL,Damian Lillard,203081,LAL
25,POR vs. LAL,Damian Lillard,203081,LAL
38,POR vs. LAL,Damian Lillard,203081,LAL
24,POR vs. LAL,Damian Lillard,203081,LAL
35,POR @ LAL,Damian Lillard,203081,LAL
40,POR vs. LAL,Damian Lillard,203081,LAL
18,POR @ LAL,Damian Lillard,203081,LAL
31,POR @ LAL,Damian Lillard,203081,LAL
20,POR vs. MEM,Damian Lillard,203081,MEM
42,POR @ MEM,Damian Lillard,203081,MEM
32,POR @ MEM,Damian Lillard,203081,MEM
21,POR vs. MEM,Damian Lillard,203081,MEM
23,POR @ MEM,Damian Lillard,203081,MEM
23,POR vs. MEM,Damian Lillard,203081,MEM
27,POR vs. MEM,Damian Lillard,203081,MEM
22,POR vs. MIA,Damian Lillard,203081,MIA
19,POR @ MIA,Damian Lillard,203081,MIA
22,POR @ MIA,Damian Lillard,203081,MIA
12,POR vs. MIA,Damian Lillard,203081,MIA
28,POR vs. MIL,Damian Lillard,203081,MIL
19,POR @ MIL,Damian Lillard,203081,MIL
32,POR vs. MIL,Damian Lillard,203081,MIL
38,POR @ MIN,Damian Lillard,203081,MIN
25,POR @ MIN,Damian Lillard,203081,MIN
39,POR vs. MIN,Damian Lillard,203081,MIN
27,POR @ MIN,Damian Lillard,203081,MIN
38,POR vs. MIN,Damian Lillard,203081,MIN
24,POR vs. MIN,Damian Lillard,203081,MIN
36,POR vs. MIN,Damian Lillard,203081,MIN
36,POR vs. NOP,Damian Lillard,203081,NOP
50,POR vs. NOP,Damian Lillard,203081,NOP
41,POR vs. NOP,Damian Lillard,203081,NOP
43,POR @ NOP,Damian Lillard,203081,NOP
39,POR @ NOP,Damian Lillard,203081,NOP
38,POR vs. NYK,Damian Lillard,203081,NYK
39,POR vs. NYK,Damian Lillard,203081,NYK
29,POR @ NYK,Damian Lillard,203081,NYK
26,POR vs. OKC,Damian Lillard,203081,OKC
31,POR @ OKC,Damian Lillard,203081,OKC
38,POR vs. OKC,Damian Lillard,203081,OKC
16,POR @ OKC,Damian Lillard,203081,OKC
28,POR @ OKC,Damian Lillard,203081,OKC
16,POR vs. OKC,Damian Lillard,203081,OKC
41,POR @ ORL,Damian Lillard,203081,ORL
30,POR vs. ORL,Damian Lillard,203081,ORL
36,POR vs. ORL,Damian Lillard,203081,ORL
39,POR vs. PHI,Damian Lillard,203081,PHI
20,POR @ PHI,Damian Lillard,203081,PHI
22,POR @ PHI,Damian Lillard,203081,PHI
25,POR vs. PHI,Damian Lillard,203081,PHI
30,POR vs. PHI,Damian Lillard,203081,PHI
19,POR vs. PHX,Damian Lillard,203081,PHX
41,POR vs. PHX,Damian Lillard,203081,PHX
28,POR @ PHX,Damian Lillard,203081,PHX
41,POR @ PHX,Damian Lillard,203081,PHX
30,POR vs. PHX,Damian Lillard,203081,PHX
24,POR @ PHX,Damian Lillard,203081,PHX
31,POR vs. PHX,Damian Lillard,203081,PHX
20,POR vs. SAC,Damian Lillard,203081,SAC
20,POR @ SAC,Damian Lillard,203081,SAC
32,POR @ SAC,Damian Lillard,203081,SAC
44,POR vs. SAC,Damian Lillard,203081,SAC
40,POR @ SAC,Damian Lillard,203081,SAC
17,POR @ SAC,Damian Lillard,203081,SAC
22,POR vs. SAS,Damian Lillard,203081,SAS
30,POR vs. SAS,Damian Lillard,203081,SAS
37,POR vs. SAS,Damian Lillard,203081,SAS
35,POR vs. SAS,Damian Lillard,203081,SAS
37,POR @ SAS,Damian Lillard,203081,SAS
24,POR vs. TOR,Damian Lillard,203081,TOR
22,POR @ TOR,Damian Lillard,203081,TOR
30,POR vs. TOR,Damian Lillard,203081,TOR
23,POR vs. TOR,Damian Lillard,203081,TOR
34,POR @ TOR,Damian Lillard,203081,TOR
11,POR @ UTA,Damian Lillard,203081,UTA
13,POR vs. UTA,Damian Lillard,203081,UTA
30,POR @ UTA,Damian Lillard,203081,UTA
30,POR @ UTA,Damian Lillard,203081,UTA
60,POR vs. UTA,Damian Lillard,203081,UTA
32,POR vs. UTA,Damian Lillard,203081,UTA
9,POR vs. UTA,Damian Lillard,203081,UTA
23,POR @ UTA,Damian Lillard,203081,UTA
35,POR vs. WAS,Damian Lillard,203081,WAS
39,POR vs. WAS,Damian Lillard,203081,WAS
29,POR @ WAS,Damian Lillard,203081,WAS
32,POR @ WAS,Damian Lillard,203081,WAS
18,SAC @ ATL,De'Aaron Fox,1628368,ATL
37,SAC vs. ATL,De'Aaron Fox,1628368,ATL
32,SAC @ ATL,De'Aaron Fox,1628368,ATL
30,SAC vs. ATL,De'Aaron Fox,1628368,ATL
25,SAC vs. ATL,De'Aaron Fox,1628368,ATL
20,SAC @ BOS,De'Aaron Fox,1628368,BOS
18,SAC vs. BOS,De'Aaron Fox,1628368,BOS
29,SAC @ BOS,De'Aaron Fox,1628368,BOS
26,SAC vs. BOS,De'Aaron Fox,1628368,BOS
14,SAC vs. BKN,De'Aaron Fox,1628368,BKN
18,SAC @ BKN,De'Aaron Fox,1628368,BKN
27,SAC @ BKN,De'Aaron Fox,1628368,BKN
19,SAC vs. BKN,De'Aaron Fox,1628368,BKN
26,SAC @ BKN,De'Aaron Fox,1628368,BKN
8,SAC @ CHA,De'Aaron Fox,1628368,CHA
21,SAC vs. CHA,De'Aaron Fox,1628368,CHA
29,SAC @ CHA,De'Aaron Fox,1628368,CHA
20,SAC vs. CHA,De'Aaron Fox,1628368,CHA
37,SAC vs. CHA,De'Aaron Fox,1628368,CHA
31,SAC @ CHA,De'Aaron Fox,1628368,CHA
32,SAC @ CHI,De'Aaron Fox,1628368,CHI
34,SAC vs. CHI,De'Aaron Fox,1628368,CHI
3,SAC vs. CHI,De'Aaron Fox,1628368,CHI
20,SAC @ CHI,De'Aaron Fox,1628368,CHI
33,SAC @ CHI,De'Aaron Fox,1628368,CHI
16,SAC vs. CHI,De'Aaron Fox,1628368,CHI
15,SAC vs. CLE,De'Aaron Fox,1628368,CLE
36,SAC vs. CLE,De'Aaron Fox,1628368,CLE
30,SAC @ CLE,De'Aaron Fox,1628368,CLE
12,SAC vs. CLE,De'Aaron Fox,1628368,CLE
13,SAC @ CLE,De'Aaron Fox,1628368,CLE
14,SAC @ DAL,De'Aaron Fox,1628368,DAL
44,SAC @ DAL,De'Aaron Fox,1628368,DAL
36,SAC vs. DAL,De'Aaron Fox,1628368,DAL
33,SAC vs. DAL,De'Aaron Fox,1628368,DAL
10,SAC vs. DAL,De'Aaron Fox,1628368,DAL
16,SAC vs. DAL,De'Aaron Fox,1628368,DAL
30,SAC @ DAL,De'Aaron Fox,1628368,DAL
28,SAC @ DAL,De'Aaron Fox,1628368,DAL
32,SAC vs. DEN,De'Aaron Fox,1628368,DEN
30,SAC @ DEN,De'Aaron Fox,1628368,DEN
26,SAC @ DEN,De'Aaron Fox,1628368,DEN
20,SAC vs. DEN,De'Aaron Fox,1628368,DEN
24,SAC vs. DEN,De'Aaron Fox,1628368,DEN
24,SAC vs. DEN,De'Aaron Fox,1628368,DEN
31,SAC vs. DEN,De'Aaron Fox,1628368,DEN
26,SAC vs. DEN,De'Aaron Fox,1628368,DEN
21,SAC @ DEN,De'Aaron Fox,1628368,DEN
13,SAC @ DEN,De'Aaron Fox,1628368,DEN
33,SAC vs. DET,De'Aaron Fox,1628368,DET
19,SAC @ DET,De'Aaron Fox,1628368,DET
27,SAC vs. DET,De'Aaron Fox,1628368,DET
27,SAC @ DET,De'Aaron Fox,1628368,DET
24,SAC @ DET,De'Aaron Fox,1628368,DET
23,SAC vs. DET,De'Aaron Fox,1628368,DET
17,SAC vs. GSW,De'Aaron Fox,1628368,GSW
26,SAC @ GSW,De'Aaron Fox,1628368,GSW
22,SAC vs. GSW,De'Aaron Fox,1628368,GSW
28,SAC @ GSW,De'Aaron Fox,1628368,GSW
44,SAC vs. GSW,De'Aaron Fox,1628368,GSW
18,SAC @ GSW,De'Aaron Fox,1628368,GSW
30,SAC vs. HOU,De'Aaron Fox,1628368,HOU
14,SAC vs. HOU,De'Aaron Fox,1628368,HOU
27,SAC vs. HOU,De'Aaron Fox,1628368,HOU
24,SAC vs. HOU,De'Aaron Fox,1628368,HOU
24,SAC vs. HOU,De'Aaron Fox,1628368,HOU
23,SAC @ HOU,De'Aaron Fox,1628368,HOU
31,SAC @ HOU,De'Aaron Fox,1628368,HOU
16,SAC @ HOU,De'Aaron Fox,1628368,HOU
22,SAC @ HOU,De'Aaron Fox,1628368,HOU
19,SAC vs. IND,De'Aaron Fox,1628368,IND
17,SAC vs. IND,De'Aaron Fox,1628368,IND
21,SAC vs. IND,De'Aaron Fox,1628368,IND
36,SAC vs. LAC,De'Aaron Fox,1628368,LAC
33,SAC vs. LAC,De'Aaron Fox,1628368,LAC
25,SAC @ LAC,De'Aaron Fox,1628368,LAC
14,SAC vs. LAC,De'Aaron Fox,1628368,LAC
42,SAC @ LAC,De'Aaron Fox,1628368,LAC
36,SAC @ LAC,De'Aaron Fox,1628368,LAC
17,SAC vs. LAC,De'Aaron Fox,1628368,LAC
14,SAC @ LAC,De'Aaron Fox,1628368,LAC
24,SAC @ LAC,De'Aaron Fox,1628368,LAC
17,SAC vs. LAL,De'Aaron Fox,1628368,LAL
34,SAC @ LAL,De'Aaron Fox,1628368,LAL
32,SAC @ LAL,De'Aaron Fox,1628368,LAL
23,SAC vs. LAL,De'Aaron Fox,1628368,LAL
31,SAC @ LAL,De'Aaron Fox,1628368,LAL
29,SAC vs. LAL,De'Aaron Fox,1628368,LAL
34,SAC vs. LAL,De'Aaron Fox,1628368,LAL
30,SAC @ LAL,De'Aaron Fox,1628368,LAL
22,SAC vs. LAL,De'Aaron Fox,1628368,LAL
12,SAC vs. LAL,De'Aaron Fox,1628368,LAL
27,SAC vs. MEM,De'Aaron Fox,1628368,MEM
12,SAC @ MEM,De'Aaron Fox,1628368,MEM
32,SAC @ MEM,De'Aaron Fox,1628368,MEM
17,SAC vs. MEM,De'Aaron Fox,1628368,MEM
19,SAC @ MEM,De'Aaron Fox,1628368,MEM
23,SAC vs. MEM,De'Aaron Fox,1628368,MEM
12,SAC vs. MEM,De'Aaron Fox,1628368,MEM
17,SAC vs. MIA,De'Aaron Fox,1628368,MIA
30,SAC @ MIA,De'Aaron Fox,1628368,MIA
24,SAC vs. MIA,De'Aaron Fox,1628368,MIA
11,SAC vs. MIA,De'Aaron Fox,1628368,MIA
21,SAC vs. MIL,De'Aaron Fox,1628368,MIL
35,SAC vs. MIL,De'Aaron Fox,1628368,MIL
13,SAC @ MIL,De'Aaron Fox,1628368,MIL
15,SAC @ MIL,De'Aaron Fox,1628368,MIL
27,SAC vs. MIL,De'Aaron Fox,1628368,MIL
28,SAC @ MIN,De'Aaron Fox,1628368,MIN
29,SAC vs. MIN,De'Aaron Fox,1628368,MIN
25,SAC vs. MIN,De'Aaron Fox,1628368,MIN
32,SAC @ MIN,De'Aaron Fox,1628368,MIN
29,SAC @ MIN,De'Aaron Fox,1628368,MIN
27,SAC vs. MIN,De'Aaron Fox,1628368,MIN
29,SAC vs. MIN,De'Aaron Fox,1628368,MIN
30,SAC vs. MIN,De'Aaron Fox,1628368,MIN
14,SAC vs. MIN,De'Aaron Fox,1628368,MIN
31,SAC @ MIN,De'Aaron Fox,1628368,MIN
23,SAC @ NOP,De'Aaron Fox,1628368,NOP
19,SAC vs. NOP,De'Aaron Fox,1628368,NOP
25,SAC @ NOP,De'Aaron Fox,1628368,NOP
43,SAC vs. NOP,De'Aaron Fox,1628368,NOP
38,SAC @ NOP,De'Aaron Fox,1628368,NOP
43,SAC @ NOP,De'Aaron Fox,1628368,NOP
23,SAC @ NOP,De'Aaron Fox,1628368,NOP
23,SAC vs. NYK,De'Aaron Fox,1628368,NYK
24,SAC vs. NYK,De'Aaron Fox,1628368,NYK
22,SAC vs. NYK,De'Aaron Fox,1628368,NYK
29,SAC @ NYK,De'Aaron Fox,1628368,NYK
16,SAC @ OKC,De'Aaron Fox,1628368,OKC
25,SAC vs. OKC,De'Aaron Fox,1628368,OKC
29,SAC @ OKC,De'Aaron Fox,1628368,OKC
33,SAC @ OKC,De'Aaron Fox,1628368,OKC
12,SAC vs. OKC,De'Aaron Fox,1628368,OKC
37,SAC @ ORL,De'Aaron Fox,1628368,ORL
16,SAC @ ORL,De'Aaron Fox,1628368,ORL
11,SAC vs. ORL,De'Aaron Fox,1628368,ORL
33,SAC vs. ORL,De'Aaron Fox,1628368,ORL
23,SAC vs. PHI,De'Aaron Fox,1628368,PHI
16,SAC @ PHI,De'Aaron Fox,1628368,PHI
31,SAC vs. PHI,De'Aaron Fox,1628368,PHI
34,SAC vs. PHI,De'Aaron Fox,1628368,PHI
13,SAC @ PHI,De'Aaron Fox,1628368,PHI
18,SAC @ PHX,De'Aaron Fox,1628368,PHX
11,SAC vs. PHX,De'Aaron Fox,1628368,PHX
24,SAC vs. PHX,De'Aaron Fox,1628368,PHX
19,SAC vs. PHX,De'Aaron Fox,1628368,PHX
18,SAC @ PHX,De'Aaron Fox,1628368,PHX
35,SAC @ PHX,De'Aaron Fox,1628368,PHX
12,SAC vs. PHX,De'Aaron Fox,1628368,PHX
24,SAC vs. PHX,De'Aaron Fox,1628368,PHX
27,SAC @ PHX,De'Aaron Fox,1628368,PHX
27,SAC @ POR,De'Aaron Fox,1628368,POR
33,SAC vs. POR,De'Aaron Fox,1628368,POR
21,SAC vs. POR,De'Aaron Fox,1628368,POR
20,SAC @ POR,De'Aaron Fox,1628368,POR
18,SAC @ POR,De'Aaron Fox,1628368,POR
32,SAC @ POR,De'Aaron Fox,1628368,POR
29,SAC vs. POR,De'Aaron Fox,1628368,POR
14,SAC @ POR,De'Aaron Fox,1628368,POR
10,SAC vs. POR,De'Aaron Fox,1628368,POR
31,SAC vs. POR,De'Aaron Fox,1628368,POR
28,SAC vs. SAS,De'Aaron Fox,1628368,SAS
37,SAC @ SAS,De'Aaron Fox,1628368,SAS
20,SAC @ SAS,De'Aaron Fox,1628368,SAS
24,SAC @ SAS,De'Aaron Fox,1628368,SAS
26,SAC @ SAS,De'Aaron Fox,1628368,SAS
23,SAC @ SAS,De'Aaron Fox,1628368,SAS
31,SAC @ SAS,De'Aaron Fox,1628368,SAS
28,SAC vs. SAS,De'Aaron Fox,1628368,SAS
17,SAC vs. TOR,De'Aaron Fox,1628368,TOR
24,SAC @ TOR,De'Aaron Fox,1628368,TOR
16,SAC vs. TOR,De'Aaron Fox,1628368,TOR
23,SAC vs. TOR,De'Aaron Fox,1628368,TOR
27,SAC @ TOR,De'Aaron Fox,1628368,TOR
29,SAC @ TOR,De'Aaron Fox,1628368,TOR
12,SAC vs. UTA,De'Aaron Fox,1628368,UTA
13,SAC vs. UTA,De'Aaron Fox,1628368,UTA
13,SAC @ UTA,De'Aaron Fox,1628368,UTA
37,SAC @ UTA,De'Aaron Fox,1628368,UTA
41,SAC @ UTA,De'Aaron Fox,1628368,UTA
37,SAC @ UTA,De'Aaron Fox,1628368,UTA
24,SAC vs. UTA,De'Aaron Fox,1628368,UTA
30,SAC @ UTA,De'Aaron Fox,1628368,UTA
12,SAC @ WAS,De'Aaron Fox,1628368,WAS
28,SAC @ WAS,De'Aaron Fox,1628368,WAS
26,SAC @ WAS,De'Aaron Fox,1628368,WAS
26,SAC vs. WAS,De'Aaron Fox,1628368,WAS
28,SAC vs. WAS,De'Aaron Fox,1628368,WAS
33,SAC vs. WAS,De'Aaron Fox,1628368,WAS
29,SAS vs. BOS,Dejounte Murray,1627749,BOS
19,ATL vs. BOS,Dejounte Murray,1627749,BOS
14,ATL vs. BOS,Dejounte Murray,1627749,BOS
11,SAS vs. BOS,Dejounte Murray,1627749,BOS
22,SAS @ BOS,Dejounte Murray,1627749,BOS
24,SAS @ BOS,Dejounte Murray,1627749,BOS
15,SAS @ BKN,Dejounte Murray,1627749,BKN
21,ATL @ BKN,Dejounte Murray,1627749,BKN
19,SAS vs. BKN,Dejounte Murray,1627749,BKN
25,SAS vs. BKN,Dejounte Murray,1627749,BKN
19,SAS @ BKN,Dejounte Murray,1627749,BKN
28,ATL vs. BKN,Dejounte Murray,1627749,BKN
24,ATL vs. BKN,Dejounte Murray,1627749,BKN
19,ATL vs. CHA,Dejounte Murray,1627749,CHA
9,SAS vs. CHA,Dejounte Murray,1627749,CHA
25,SAS @ CHA,Dejounte Murray,1627749,CHA
26,ATL vs. CHA,Dejounte Murray,1627749,CHA
26,SAS @ CHA,Dejounte Murray,1627749,CHA
20,ATL @ CHA,Dejounte Murray,1627749,CHA
10,SAS vs. CHA,Dejounte Murray,1627749,CHA
14,SAS vs. CHI,Dejounte Murray,1627749,CHI
14,SAS @ CHI,Dejounte Murray,1627749,CHI
29,SAS vs. CHI,Dejounte Murray,1627749,CHI
20,ATL @ CHI,Dejounte Murray,1627749,CHI
19,SAS @ CHI,Dejounte Murray,1627749,CHI
15,ATL vs. CHI,Dejounte Murray,1627749,CHI
17,ATL @ CHI,Dejounte Murray,1627749,CHI
11,ATL @ CLE,Dejounte Murray,1627749,CLE
29,ATL vs. CLE,Dejounte Murray,1627749,CLE
22,SAS @ CLE,Dejounte Murray,1627749,CLE
30,SAS vs. CLE,Dejounte Murray,1627749,CLE
25,ATL vs. CLE,Dejounte Murray,1627749,CLE
16,SAS @ CLE,Dejounte Murray,1627749,CLE
23,SAS @ DAL,Dejounte Murray,1627749,DAL
15,SAS vs. DAL,Dejounte Murray,1627749,DAL
23,SAS vs. DAL,Dejounte Murray,1627749,DAL
11,SAS @ DAL,Dejounte Murray,1627749,DAL
0,SAS vs. DAL,Dejounte Murray,1627749,DAL
30,ATL @ DAL,Dejounte Murray,1627749,DAL
25,SAS @ DAL,Dejounte Murray,1627749,DAL
17,SAS @ DAL,Dejounte Murray,1627749,DAL
25,ATL vs. DAL,Dejounte Murray,1627749,DAL
15,SAS @ DEN,Dejounte Murray,1627749,DEN
26,SAS vs. DEN,Dejounte Murray,1627749,DEN
28,ATL @ DEN,Dejounte Murray,1627749,DEN
6,SAS vs. DEN,Dejounte Murray,1627749,DEN
20,SAS vs. DEN,Dejounte Murray,1627749,DEN
34,ATL vs. DEN,Dejounte Murray,1627749,DEN
12,SAS @ DEN,Dejounte Murray,1627749,DEN
18,SAS @ DEN,Dejounte Murray,1627749,DEN
26,ATL @ DET,Dejounte Murray,1627749,DET
14,ATL @ DET,Dejounte Murray,1627749,DET
19,SAS @ DET,Dejounte Murray,1627749,DET
26,ATL vs. DET,Dejounte Murray,1627749,DET
19,SAS @ GSW,Dejounte Murray,1627749,GSW
10,ATL vs. GSW,Dejounte Murray,1627749,GSW
22,SAS @ GSW,Dejounte Murray,1627749,GSW
25,ATL @ GSW,Dejounte Murray,1627749,GSW
8,SAS vs. GSW,Dejounte Murray,1627749,GSW
27,SAS vs. GSW,Dejounte Murray,1627749,GSW
27,SAS vs. GSW,Dejounte Murray,1627749,GSW
23,SAS @ GSW,Dejounte Murray,1627749,GSW
20,ATL vs. HOU,Dejounte Murray,1627749,HOU
39,ATL @ HOU,Dejounte Murray,1627749,HOU
33,SAS @ HOU,Dejounte Murray,1627749,HOU
19,SAS @ HOU,Dejounte Murray,1627749,HOU
18,SAS vs. HOU,Dejounte Murray,1627749,HOU
10,SAS vs. HOU,Dejounte Murray,1627749,HOU
32,SAS vs. HOU,Dejounte Murray,1627749,HOU
11,SAS @ HOU,Dejounte Murray,1627749,HOU
19,SAS vs. HOU,Dejounte Murray,1627749,HOU
16,SAS @ IND,Dejounte Murray,1627749,IND
20,ATL vs. IND,Dejounte Murray,1627749,IND
18,ATL @ IND,Dejounte Murray,1627749,IND
